"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Morning workout ☀️","9 Jul 2023, 11:36","9 Jul 2023, 12:08","","Pull Up",,"",0,"normal",,9,,,7
"Morning workout ☀️","9 Jul 2023, 11:36","9 Jul 2023, 12:08","","Pull Up",,"",1,"normal",,8,,,
"Morning workout ☀️","9 Jul 2023, 11:36","9 Jul 2023, 12:08","","Diamond Push Up",,"",0,"normal",,14,,,
"Morning workout ☀️","6 Jul 2023, 11:50","6 Jul 2023, 12:10","","Push Up - Close Grip",0,"",0,"normal",,10,,,6
"Morning workout ☀️","6 Jul 2023, 11:50","6 Jul 2023, 12:10","","Push Up - Close Grip",0,"",1,"normal",,16,,,
"Morning workout ☀️","6 Jul 2023, 11:50","6 Jul 2023, 12:10","","Push Up - Close Grip",0,"",2,"normal",,13,,,
"Morning workout ☀️","6 Jul 2023, 11:50","6 Jul 2023, 12:10","","Pull Up",0,"",0,"normal",,10,,,
"Morning workout ☀️","6 Jul 2023, 11:50","6 Jul 2023, 12:10","","Pull Up",0,"",1,"normal",,8,,,
"Morning workout ☀️","6 Jul 2023, 11:50","6 Jul 2023, 12:10","","Pull Up",0,"",2,"normal",,7,,,6
"Morning workout ☀️","6 Jul 2023, 11:50","6 Jul 2023, 12:10","","Pike Pushup",0,"",0,"normal",,11,,,
"Morning workout ☀️","5 Jul 2023, 10:43","5 Jul 2023, 10:58","","Diamond Push Up",0,"",0,"normal",,12,,,
"Morning workout ☀️","5 Jul 2023, 10:43","5 Jul 2023, 10:58","","Diamond Push Up",0,"",1,"normal",,13,,,
"Morning workout ☀️","5 Jul 2023, 10:43","5 Jul 2023, 10:58","","Diamond Push Up",0,"",2,"normal",,6,,,
"Morning workout ☀️","5 Jul 2023, 10:43","5 Jul 2023, 10:58","","Pull Up",0,"",0,"normal",,7,,,
"Morning workout ☀️","5 Jul 2023, 10:43","5 Jul 2023, 10:58","","Pull Up",0,"",1,"normal",,9,,,
"Morning workout ☀️","5 Jul 2023, 10:43","5 Jul 2023, 10:58","","Pull Up",0,"",2,"normal",,3,,,
"Morning workout ☀️","4 Jul 2023, 12:01","4 Jul 2023, 12:03","","Diamond Push Up",,"",0,"normal",,17,,,
"Morning workout ☀️","4 Jul 2023, 12:01","4 Jul 2023, 12:03","","Diamond Push Up",,"",1,"normal",,15,,,7
"Morning workout ☀️","4 Jul 2023, 12:01","4 Jul 2023, 12:03","","Diamond Push Up",,"",2,"normal",,10,,,8
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Squat (Machine)",,"",0,"normal",50,10,,,
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Squat (Machine)",,"",1,"normal",80,7,,,7
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Squat (Machine)",,"",2,"normal",80,8,,,7.5
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Squat (Machine)",,"",3,"normal",70,8,,,
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Incline Chest Press (Machine)",,"",0,"warmup",40,9,,,
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Incline Chest Press (Machine)",,"",1,"normal",55,10,,,8
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Incline Chest Press (Machine)",,"",2,"normal",55,7,,,
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Incline Chest Press (Machine)",,"",3,"normal",50,12,,,9
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Incline Chest Press (Machine)",,"",4,"dropset",50,7,,,
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Incline Chest Press (Machine)",,"",5,"dropset",40,5,,,
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Seated Cable Row - Bar Grip",,"",0,"normal",60,12,,,8
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Seated Cable Row - Bar Grip",,"",1,"normal",60,7,,,
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Lateral Raise (Machine)",,"",0,"normal",50,5,,,
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Lateral Raise (Machine)",,"",1,"normal",45,10,,,
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Preacher Curl (Machine)",,"",0,"normal",30,9,,,6
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Preacher Curl (Machine)",,"",1,"normal",30,6,,,
"Full body","2 Jul 2023, 08:31","2 Jul 2023, 09:26","","Crunch (Machine)",,"",0,"normal",50,10,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Bench Press (Barbell)",,"",0,"warmup",20,10,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Bench Press (Barbell)",,"",1,"normal",60,10,,,6
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Bench Press (Barbell)",,"",2,"normal",60,9,,,7
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Incline Chest Press (Machine)",,"",0,"normal",50,9,,,7
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Incline Chest Press (Machine)",,"",1,"normal",50,8,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Incline Chest Press (Machine)",,"",2,"normal",50,9,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Incline Chest Press (Machine)",,"",3,"normal",50,6,,,6
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Pull Up",,"",0,"normal",,9,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Pull Up",,"",1,"normal",,4,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Pull Up",,"",2,"normal",,3,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Lateral Raise (Machine)",,"",0,"normal",50,10,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Lateral Raise (Machine)",,"",1,"normal",47.5,11,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Lateral Raise (Machine)",,"",2,"normal",47.5,12,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Leg Extension (Machine)",,"",0,"normal",85,13,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Leg Extension (Machine)",,"",1,"normal",85,10,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Leg Extension (Machine)",,"",2,"dropset",80,10,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Leg Extension (Machine)",,"",3,"dropset",70,6,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Leg Extension (Machine)",,"",4,"normal",75,6,,,6
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Crunch (Machine)",,"",0,"normal",50,11,,,
"Random full body","23 Jun 2023, 11:37","23 Jun 2023, 12:33","","Crunch (Machine)",,"",1,"normal",50,10,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Lat Pulldown (Machine)",,"",0,"warmup",70,10,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Lat Pulldown (Machine)",,"",1,"normal",90,12,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Lat Pulldown (Machine)",,"",2,"normal",90,8,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Lat Pulldown (Machine)",,"",3,"normal",85,7,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Lat Pulldown (Machine)",,"",4,"normal",85,8,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Seated Cable Row - Bar Grip",,"",0,"normal",55,13,,,7.5
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Seated Cable Row - Bar Grip",,"",1,"normal",55,9,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Seated Cable Row - Bar Grip",,"",2,"normal",50,12,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Seated Cable Row - Bar Grip",,"",3,"normal",50,7,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,12,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",35,8,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",30,10,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Rear Delt Reverse Fly (Machine)",,"",3,"normal",30,8,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Incline Chest Press (Machine)",,"",0,"normal",50,12,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Incline Chest Press (Machine)",,"",1,"normal",55,8,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Incline Chest Press (Machine)",,"",2,"normal",50,10,,,8.5
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Incline Chest Press (Machine)",,"",3,"normal",50,8,,,8.5
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Triceps Extension (Cable)",,"",0,"normal",25,10,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Triceps Extension (Cable)",,"",1,"normal",25,8,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Triceps Extension (Cable)",,"",2,"normal",20,9,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Triceps Extension (Cable)",,"",3,"normal",20,9,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Preacher Curl (Machine)",,"",0,"normal",35,10,,,9
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Preacher Curl (Machine)",,"",1,"normal",35,6,,,
"Upper body pull-ish","19 Jun 2023, 12:04","19 Jun 2023, 13:20","","Preacher Curl (Machine)",,"",2,"normal",30,7,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Bench Press (Dumbbell)",,"",0,"warmup",20,10,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Bench Press (Dumbbell)",,"",1,"normal",24,13,,,8
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Bench Press (Dumbbell)",,"",2,"normal",26,10,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Bench Press (Dumbbell)",,"",3,"normal",24,7,,,7
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Bench Press (Dumbbell)",,"",4,"normal",22,8,,,7
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Shoulder Press (Dumbbell)",,"",0,"normal",20,10,,,8
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Shoulder Press (Dumbbell)",,"",1,"normal",20,8,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Shoulder Press (Dumbbell)",,"",2,"normal",20,7,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Shoulder Press (Dumbbell)",,"",3,"normal",18,8,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Shoulder Press (Dumbbell)",,"",4,"normal",16,8,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Incline Bench Press (Dumbbell)",,"",0,"normal",20,7,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Incline Bench Press (Dumbbell)",,"",1,"normal",18,7,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Incline Bench Press (Dumbbell)",,"",2,"normal",16,8,,,6
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Lateral Raise (Dumbbell)",,"",0,"normal",8,13,,,7
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Lateral Raise (Dumbbell)",,"",1,"dropset",10,8,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Lateral Raise (Dumbbell)",,"",2,"dropset",8,5,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Lateral Raise (Dumbbell)",,"",3,"normal",8,9,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Lateral Raise (Dumbbell)",,"",4,"normal",8,8,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Hammer Curl (Dumbbell)",,"",0,"normal",14,7,,,8.5
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Hammer Curl (Dumbbell)",,"",1,"normal",12,8,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Hammer Curl (Dumbbell)",,"",2,"dropset",12,8,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Hammer Curl (Dumbbell)",,"",3,"dropset",10,4,,,9
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Triceps Extension (Cable)",,"",0,"normal",20,14,,,6
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Triceps Extension (Cable)",,"",1,"normal",25,12,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Triceps Extension (Cable)",,"",2,"normal",25,8,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Triceps Extension (Cable)",,"",3,"normal",25,10,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Triceps Extension (Cable)",,"",4,"normal",25,8,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Pull Up",,"",0,"normal",,8,,,
"Upper body push-ish","17 Jun 2023, 13:21","17 Jun 2023, 14:47","","Pull Up",,"",1,"normal",,4,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Romanian Deadlift (Dumbbell)",,"",0,"warmup",20,10,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Romanian Deadlift (Dumbbell)",,"",1,"normal",24,10,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Romanian Deadlift (Dumbbell)",,"",2,"normal",24,6,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Romanian Deadlift (Dumbbell)",,"",3,"normal",24,5,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Squat (Machine)",,"",0,"warmup",50,10,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Squat (Machine)",,"",1,"normal",90,9,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Squat (Machine)",,"",2,"normal",90,6,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Squat (Machine)",,"",3,"normal",70,12,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Squat (Machine)",,"",4,"normal",80,11,,,8
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Leg Extension (Machine)",,"",0,"normal",85,9,,,7.5
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Leg Extension (Machine)",,"",1,"normal",80,11,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Leg Extension (Machine)",,"",2,"normal",80,10,,,9
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Leg Extension (Machine)",,"",3,"normal",75,5,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Crunch (Machine)",,"",0,"normal",50,10,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Crunch (Machine)",,"",1,"normal",50,13,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Crunch (Machine)",,"",2,"dropset",55,7,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Crunch (Machine)",,"",3,"dropset",50,5,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Crunch (Machine)",,"",4,"dropset",45,4,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Crunch (Machine)",,"",5,"normal",50,7,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Crunch (Machine)",,"",6,"normal",45,10,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Lateral Raise (Machine)",,"",0,"normal",50,10,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Lateral Raise (Machine)",,"",1,"normal",50,7,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Lateral Raise (Machine)",,"",2,"dropset",47.5,7,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Lateral Raise (Machine)",,"",3,"dropset",45,7,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Seated Calf Raise",,"",0,"normal",35,12,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Seated Calf Raise",,"",1,"normal",35,9,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Seated Calf Raise",,"",2,"normal",30,9,,,
"Leg focused","15 Jun 2023, 11:11","15 Jun 2023, 12:29","","Seated Calf Raise",,"",3,"normal",30,10,,,
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Lat Pulldown (Machine)",,"",0,"warmup",60,10,,,
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Lat Pulldown (Machine)",,"",1,"normal",85,12,,,
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Lat Pulldown (Machine)",,"",2,"normal",90,10,,,8.5
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Lat Pulldown (Machine)",,"",3,"normal",90,7,,,8
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Lat Pulldown (Machine)",,"",4,"normal",85,10,,,
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Seated Cable Row - Bar Grip",,"",0,"normal",55,10,,,7.5
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Seated Cable Row - Bar Grip",,"",1,"normal",55,8,,,
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Seated Cable Row - Bar Grip",,"",2,"normal",50,11,,,
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Seated Cable Row - Bar Grip",,"",3,"normal",50,9,,,
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,12,,,7
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",35,9,,,8.5
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",30,12,,,8.5
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Rear Delt Reverse Fly (Machine)",,"",3,"normal",30,10,,,
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Incline Chest Press (Machine)",,"",0,"normal",45,12,,,
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Incline Chest Press (Machine)",,"",1,"normal",50,10,,,8
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Incline Chest Press (Machine)",,"",2,"normal",50,6,,,6
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Triceps Extension (Cable)",,"",0,"normal",25,12,,,
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Triceps Extension (Cable)",,"",1,"normal",25,9,,,
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Triceps Extension (Cable)",,"",2,"normal",25,9,,,
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Triceps Extension (Cable)",,"",3,"normal",20,9,,,
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Preacher Curl (Machine)",,"",0,"normal",35,10,,,9.5
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Preacher Curl (Machine)",,"",1,"normal",30,8,,,
"Upper body pull-ish","13 Jun 2023, 14:34","13 Jun 2023, 15:39","","Preacher Curl (Machine)",,"",2,"normal",25,8,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Chest Press (Machine)",,"",0,"warmup",50,9,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Chest Press (Machine)",,"",1,"normal",65,12,,,9
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Chest Press (Machine)",,"",2,"normal",70,7,,,8.5
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Chest Press (Machine)",,"",3,"normal",65,8,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Chest Press (Machine)",,"",4,"normal",60,7,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Seated Shoulder Press (Machine)",,"",0,"normal",45,10,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Seated Shoulder Press (Machine)",,"",1,"normal",50,8,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Seated Shoulder Press (Machine)",,"",2,"normal",45,5,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Seated Shoulder Press (Machine)",,"",3,"normal",40,10,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Incline Chest Press (Machine)",,"",0,"normal",55,5,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Incline Chest Press (Machine)",,"",1,"normal",45,7,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Incline Chest Press (Machine)",,"",2,"normal",45,5,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Pull Up",,"",0,"normal",,6,,,7
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Pull Up",,"",1,"normal",,5,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Lateral Raise (Machine)",,"",0,"normal",47.5,10,,,6
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Lateral Raise (Machine)",,"",1,"normal",47.5,9,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Lateral Raise (Machine)",,"",2,"normal",47.5,8,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Triceps Extension (Cable)",,"",0,"normal",20,13,,,6
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Triceps Extension (Cable)",,"",1,"normal",25,11,,,8
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Triceps Extension (Cable)",,"",2,"normal",25,7,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Triceps Extension (Cable)",,"",3,"normal",20,8,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Hammer Curl (Dumbbell)",,"",0,"normal",12,13,,,7.5
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Hammer Curl (Dumbbell)",,"",1,"normal",14,9,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Hammer Curl (Dumbbell)",,"",2,"normal",14,5,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Hammer Curl (Dumbbell)",,"",3,"normal",12,10,,,
"Upper body push-ish","11 Jun 2023, 18:09","11 Jun 2023, 19:23","Mal de crâne au début de l'entraînement. Probablement lié à mon 4ème café que j'ai tapé juste avant ma séance 💀","Crunch (Machine)",,"",0,"normal",50,13,,,
