"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Upper body pull-ish","2 Oct 2023, 15:17","2 Oct 2023, 15:53","Douleur au coude droit, séance minimale. A rattraper 🤔","Lat Pulldown (Machine)",,"",3,"normal",90,7,,,
"Upper body pull-ish","2 Oct 2023, 15:17","2 Oct 2023, 15:53","Douleur au coude droit, séance minimale. A rattraper 🤔","Seated Cable Row - V Grip (Cable)",,"",0,"normal",55,6,,,
"Upper body pull-ish","2 Oct 2023, 15:17","2 Oct 2023, 15:53","Douleur au coude droit, séance minimale. A rattraper 🤔","Seated Cable Row - V Grip (Cable)",,"",1,"normal",55,9,,,
"Upper body pull-ish","2 Oct 2023, 15:17","2 Oct 2023, 15:53","Douleur au coude droit, séance minimale. A rattraper 🤔","Seated Cable Row - V Grip (Cable)",,"",2,"normal",55,3,,,
"Upper body pull-ish","2 Oct 2023, 15:17","2 Oct 2023, 15:53","Douleur au coude droit, séance minimale. A rattraper 🤔","Rear Delt Reverse Fly (Machine)",,"",0,"normal",35,6,,,
"Upper body pull-ish","2 Oct 2023, 15:17","2 Oct 2023, 15:53","Douleur au coude droit, séance minimale. A rattraper 🤔","Chest Press (Machine)",,"",0,"normal",65,7,,,
"Upper body pull-ish","2 Oct 2023, 15:17","2 Oct 2023, 15:53","Douleur au coude droit, séance minimale. A rattraper 🤔","Preacher Curl (Machine)",,"",0,"normal",35,6,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Incline Chest Press (Machine)",,"",0,"normal",45,12,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Incline Chest Press (Machine)",,"",1,"normal",55,8,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Incline Chest Press (Machine)",,"",2,"normal",50,10,,,9
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Incline Chest Press (Machine)",,"",3,"normal",45,11,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Lateral Raise (Machine)",,"",0,"normal",47.5,9,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Lateral Raise (Machine)",,"",1,"normal",47.5,8,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Lateral Raise (Machine)",,"",2,"normal",45,11,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Lateral Raise (Machine)",,"",3,"normal",45,8,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Chest Press (Machine)",,"",0,"normal",70,6,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Triceps Extension (Cable)",,"",0,"normal",35,11,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Triceps Extension (Cable)",,"",1,"normal",40,6,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Triceps Extension (Cable)",,"",2,"normal",35,8,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Seated Shoulder Press (Machine)",,"",0,"normal",50,6,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Seated Shoulder Press (Machine)",,"",1,"normal",45,7,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Seated Row (Machine)",,"",0,"normal",60,12,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Seated Row (Machine)",,"",1,"normal",60,8,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Seated Row (Machine)",,"",2,"normal",55,7,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Preacher Curl (Machine)",,"",0,"normal",35,11,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Preacher Curl (Machine)",,"",1,"normal",35,7,,,
"Upper body push-ish","29 Sep 2023, 14:29","29 Sep 2023, 15:30","","Preacher Curl (Machine)",,"",2,"normal",30,6,,,
"Leg focused","28 Sep 2023, 17:49","28 Sep 2023, 18:28","du monde à la salle + fatigue","Leg Press Horizontal (Machine)",,"",0,"normal",125,13,,,
"Leg focused","28 Sep 2023, 17:49","28 Sep 2023, 18:28","du monde à la salle + fatigue","Leg Press Horizontal (Machine)",,"",1,"normal",133,11,,,
"Leg focused","28 Sep 2023, 17:49","28 Sep 2023, 18:28","du monde à la salle + fatigue","Leg Press Horizontal (Machine)",,"",2,"normal",141,8,,,
"Leg focused","28 Sep 2023, 17:49","28 Sep 2023, 18:28","du monde à la salle + fatigue","Leg Press Horizontal (Machine)",,"",3,"normal",141,10,,,
"Leg focused","28 Sep 2023, 17:49","28 Sep 2023, 18:28","du monde à la salle + fatigue","Crunch (Machine)",,"",0,"normal",55,11,,,
"Leg focused","28 Sep 2023, 17:49","28 Sep 2023, 18:28","du monde à la salle + fatigue","Crunch (Machine)",,"",1,"normal",55,8,,,
"Leg focused","28 Sep 2023, 17:49","28 Sep 2023, 18:28","du monde à la salle + fatigue","Crunch (Machine)",,"",2,"normal",55,7,,,
"Leg focused","28 Sep 2023, 17:49","28 Sep 2023, 18:28","du monde à la salle + fatigue","Crunch (Machine)",,"",3,"normal",50,9,,,
"Leg focused","28 Sep 2023, 17:49","28 Sep 2023, 18:28","du monde à la salle + fatigue","Seated Calf Raise",,"",0,"normal",30,11,,,
"Leg focused","28 Sep 2023, 17:49","28 Sep 2023, 18:28","du monde à la salle + fatigue","Seated Calf Raise",,"",1,"normal",30,10,,,
"Leg focused","28 Sep 2023, 17:49","28 Sep 2023, 18:28","du monde à la salle + fatigue","Seated Calf Raise",,"",2,"normal",30,8,,,
"Leg focused","28 Sep 2023, 17:49","28 Sep 2023, 18:28","du monde à la salle + fatigue","Seated Calf Raise",,"",3,"normal",30,6,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Lat Pulldown (Machine)",,"",0,"normal",90,13,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Lat Pulldown (Machine)",,"",1,"normal",90,10,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Lat Pulldown (Machine)",,"",2,"normal",85,7,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Seated Row (Machine)",,"",0,"normal",60,7,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Seated Row (Machine)",,"",1,"normal",60,6,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Seated Row (Machine)",,"",2,"normal",55,9,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",35,9,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",30,10,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",30,10,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Chest Press (Machine)",,"",0,"normal",65,13,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Chest Press (Machine)",,"",1,"normal",70,6,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Chest Press (Machine)",,"",2,"normal",65,7,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Preacher Curl (Machine)",,"",0,"normal",35,10,,,9.5
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Preacher Curl (Machine)",,"",1,"normal",35,5,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Preacher Curl (Machine)",,"",2,"normal",30,7,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Preacher Curl (Machine)",,"",3,"normal",30,4,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Triceps Extension (Cable)",,"",0,"normal",35,14,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Triceps Extension (Cable)",,"",1,"normal",40,8,,,
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Triceps Extension (Cable)",,"",2,"normal",35,7,,,7
"Upper body pull-ish","27 Sep 2023, 15:03","27 Sep 2023, 16:00","","Crunch (Machine)",,"",0,"normal",55,12,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Bench Press (Barbell)",,"",0,"warmup",20,10,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Bench Press (Barbell)",,"",1,"normal",60,11,,,7
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Bench Press (Barbell)",,"",2,"normal",65,11,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Bench Press (Barbell)",,"",3,"normal",67.5,6,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Bench Press (Barbell)",,"",4,"normal",60,9,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Seated Shoulder Press (Machine)",,"",0,"normal",50,7,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Seated Shoulder Press (Machine)",,"",1,"normal",50,5,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Seated Shoulder Press (Machine)",,"",2,"normal",45,7,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Seated Shoulder Press (Machine)",,"",3,"normal",40,9,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Triceps Extension (Cable)",,"",0,"normal",35,7,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Triceps Extension (Cable)",,"",1,"normal",30,7,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Triceps Extension (Cable)",,"",2,"normal",30,8,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Triceps Extension (Cable)",,"",3,"normal",25,8,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Chest Fly (Machine)",,"",0,"normal",45,7,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Chest Fly (Machine)",,"",1,"normal",35,9,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Seated Row (Machine)",,"",0,"normal",60,12,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Seated Row (Machine)",,"",1,"normal",60,8,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Seated Row (Machine)",,"",2,"normal",55,8,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Lateral Raise (Machine)",,"",0,"normal",45,12,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Lateral Raise (Machine)",,"",1,"normal",47.5,12,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Lateral Raise (Machine)",,"",2,"normal",47.5,7,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Lateral Raise (Machine)",,"",3,"normal",45,6,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Preacher Curl (Machine)",,"",0,"normal",35,8,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Preacher Curl (Machine)",,"",1,"normal",35,4,,,
"Upper body push-ish","23 Sep 2023, 14:23","23 Sep 2023, 15:56","","Preacher Curl (Machine)",,"",2,"normal",25,6,,,
"RATTRAPAGE 🦥","22 Sep 2023, 14:52","22 Sep 2023, 15:21","Les ptits trucs que j'ai manqué cette semaine","Crunch (Machine)",,"",0,"normal",45,11,,,6
"RATTRAPAGE 🦥","22 Sep 2023, 14:52","22 Sep 2023, 15:21","Les ptits trucs que j'ai manqué cette semaine","Crunch (Machine)",,"",1,"normal",55,11,,,
"RATTRAPAGE 🦥","22 Sep 2023, 14:52","22 Sep 2023, 15:21","Les ptits trucs que j'ai manqué cette semaine","Crunch (Machine)",,"",2,"normal",55,8,,,
"RATTRAPAGE 🦥","22 Sep 2023, 14:52","22 Sep 2023, 15:21","Les ptits trucs que j'ai manqué cette semaine","Crunch (Machine)",,"",3,"normal",55,9,,,
"RATTRAPAGE 🦥","22 Sep 2023, 14:52","22 Sep 2023, 15:21","Les ptits trucs que j'ai manqué cette semaine","Pull Up",,"",0,"normal",,10,,,
"RATTRAPAGE 🦥","22 Sep 2023, 14:52","22 Sep 2023, 15:21","Les ptits trucs que j'ai manqué cette semaine","Pull Up",,"",1,"normal",,3,,,
"RATTRAPAGE 🦥","22 Sep 2023, 14:52","22 Sep 2023, 15:21","Les ptits trucs que j'ai manqué cette semaine","Pull Up",,"",2,"normal",,5,,,
"RATTRAPAGE 🦥","22 Sep 2023, 14:52","22 Sep 2023, 15:21","Les ptits trucs que j'ai manqué cette semaine","Leg Extension (Machine)",,"",0,"normal",75,12,,,
"RATTRAPAGE 🦥","22 Sep 2023, 14:52","22 Sep 2023, 15:21","Les ptits trucs que j'ai manqué cette semaine","Leg Extension (Machine)",,"",1,"normal",80,9,,,
"RATTRAPAGE 🦥","22 Sep 2023, 14:52","22 Sep 2023, 15:21","Les ptits trucs que j'ai manqué cette semaine","Leg Extension (Machine)",,"",2,"normal",75,10,,,
"Leg focused","21 Sep 2023, 14:54","21 Sep 2023, 15:39","Je boîte, oskour","Hip Thrust (Machine)",,"",0,"normal",70,12,,,6
"Leg focused","21 Sep 2023, 14:54","21 Sep 2023, 15:39","Je boîte, oskour","Hip Thrust (Machine)",,"",1,"normal",100,11,,,8
"Leg focused","21 Sep 2023, 14:54","21 Sep 2023, 15:39","Je boîte, oskour","Hip Thrust (Machine)",,"",2,"normal",100,7,,,7.5
"Leg focused","21 Sep 2023, 14:54","21 Sep 2023, 15:39","Je boîte, oskour","Hip Thrust (Machine)",,"",3,"normal",90,9,,,
"Leg focused","21 Sep 2023, 14:54","21 Sep 2023, 15:39","Je boîte, oskour","Hip Thrust (Machine)",,"",4,"normal",70,11,,,
"Leg focused","21 Sep 2023, 14:54","21 Sep 2023, 15:39","Je boîte, oskour","Hip Adduction (Machine)",,"",0,"normal",65,9,,,9
"Leg focused","21 Sep 2023, 14:54","21 Sep 2023, 15:39","Je boîte, oskour","Hip Adduction (Machine)",,"",1,"normal",60,10,,,
"Leg focused","21 Sep 2023, 14:54","21 Sep 2023, 15:39","Je boîte, oskour","Hip Adduction (Machine)",,"",2,"normal",55,10,,,
"Leg focused","21 Sep 2023, 14:54","21 Sep 2023, 15:39","Je boîte, oskour","Lateral Raise (Machine)",,"",0,"normal",45,11,,,
"Leg focused","21 Sep 2023, 14:54","21 Sep 2023, 15:39","Je boîte, oskour","Lateral Raise (Machine)",,"",1,"normal",47.5,6,,,
"Leg focused","21 Sep 2023, 14:54","21 Sep 2023, 15:39","Je boîte, oskour","Seated Calf Raise",,"",0,"normal",30,11,,,
"Leg focused","21 Sep 2023, 14:54","21 Sep 2023, 15:39","Je boîte, oskour","Seated Calf Raise",,"",1,"normal",30,8,,,
"Leg focused","21 Sep 2023, 14:54","21 Sep 2023, 15:39","Je boîte, oskour","Seated Calf Raise",,"",2,"normal",30,8,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Seated Row (Machine)",,"",0,"normal",60,11,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Seated Row (Machine)",,"",1,"normal",60,8,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Seated Row (Machine)",,"",2,"normal",55,5,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Pull Up",,"",0,"normal",,4,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Pull Up",,"",1,"normal",,4,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Pull Up",,"",2,"normal",,4,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Pull Up",,"",3,"normal",,4,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",30,12,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",35,7,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Chest Press (Machine)",,"",0,"normal",70,7,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Chest Press (Machine)",,"",1,"normal",60,14,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Chest Press (Machine)",,"",2,"normal",65,7,,,7
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Preacher Curl (Machine)",,"",0,"normal",35,8,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Preacher Curl (Machine)",,"",1,"normal",35,6,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Preacher Curl (Machine)",,"",2,"normal",30,4,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Triceps Extension (Cable)",,"",0,"normal",35,11,,,
"Upper body pull-ish","18 Sep 2023, 10:31","18 Sep 2023, 11:19","","Triceps Extension (Cable)",,"",1,"normal",35,7,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Chest Press (Machine)",,"",0,"normal",75,7,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Chest Press (Machine)",,"",1,"normal",70,8,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Chest Press (Machine)",,"",2,"dropset",70,4,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Chest Press (Machine)",,"",3,"dropset",60,5,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Chest Press (Machine)",,"",4,"normal",60,9,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Seated Shoulder Press (Machine)",,"",0,"normal",50,9,,,9
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Seated Shoulder Press (Machine)",,"",1,"normal",50,6,,,9
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Seated Shoulder Press (Machine)",,"",2,"normal",45,5,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Seated Shoulder Press (Machine)",,"",3,"normal",40,8,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Triceps Extension (Cable)",,"",0,"normal",35,8,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Triceps Extension (Cable)",,"",1,"normal",30,7,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Triceps Extension (Cable)",,"",2,"normal",30,7,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Triceps Extension (Cable)",,"",3,"normal",25,8,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Seated Row (Machine)",,"",0,"normal",60,10,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Seated Row (Machine)",,"",1,"normal",60,7,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Preacher Curl (Machine)",,"",0,"normal",35,10,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Preacher Curl (Machine)",,"",1,"dropset",35,3,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Preacher Curl (Machine)",,"",2,"dropset",25,2,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Preacher Curl (Machine)",,"",3,"normal",25,8,,,9
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Incline Chest Press (Machine)",,"",0,"normal",40,11,,,
"Upper body push-ish","15 Sep 2023, 17:01","15 Sep 2023, 18:01","","Incline Chest Press (Machine)",,"",1,"normal",45,6,,,6
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Leg Press Horizontal (Machine)",,"Feet high for more hamstrings",0,"warmup",85,10,,,
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Leg Press Horizontal (Machine)",,"Feet high for more hamstrings",1,"normal",125,13,,,
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Leg Press Horizontal (Machine)",,"Feet high for more hamstrings",2,"normal",133,10,,,
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Leg Press Horizontal (Machine)",,"Feet high for more hamstrings",3,"normal",133,11,,,
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Leg Press Horizontal (Machine)",,"Feet high for more hamstrings",4,"normal",133,5,,,
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Leg Extension (Machine)",,"",0,"normal",75,8,,,
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Leg Extension (Machine)",,"",1,"normal",75,8,,,
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Leg Extension (Machine)",,"",2,"dropset",70,8,,,
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Leg Extension (Machine)",,"",3,"dropset",60,4,,,
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Crunch (Machine)",,"",0,"normal",50,13,,,
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Crunch (Machine)",,"",1,"normal",50,7,,,6
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Lateral Raise (Machine)",,"",0,"normal",47.5,13,,,
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Lateral Raise (Machine)",,"",1,"normal",47.5,8,,,
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Seated Calf Raise",,"",0,"normal",30,9,,,6
"Leg focused","14 Sep 2023, 13:06","14 Sep 2023, 13:59","","Seated Calf Raise",,"",1,"normal",30,8,,,6
"Upper body pull-ish","11 Sep 2023, 10:02","11 Sep 2023, 10:39","Quick morning workout :)","Lat Pulldown (Machine)",,"",0,"normal",90,11,,,
"Upper body pull-ish","11 Sep 2023, 10:02","11 Sep 2023, 10:39","Quick morning workout :)","Lat Pulldown (Machine)",,"",1,"normal",85,10,,,
"Upper body pull-ish","11 Sep 2023, 10:02","11 Sep 2023, 10:39","Quick morning workout :)","Lat Pulldown (Machine)",,"",2,"normal",85,6,,,
"Upper body pull-ish","11 Sep 2023, 10:02","11 Sep 2023, 10:39","Quick morning workout :)","Lat Pulldown (Machine)",,"",3,"normal",80,9,,,
"Upper body pull-ish","11 Sep 2023, 10:02","11 Sep 2023, 10:39","Quick morning workout :)","Seated Cable Row - V Grip (Cable)",,"",0,"normal",55,6,,,
"Upper body pull-ish","11 Sep 2023, 10:02","11 Sep 2023, 10:39","Quick morning workout :)","Seated Cable Row - V Grip (Cable)",,"",1,"normal",50,11,,,
"Upper body pull-ish","11 Sep 2023, 10:02","11 Sep 2023, 10:39","Quick morning workout :)","Seated Cable Row - V Grip (Cable)",,"",2,"normal",55,6,,,
"Upper body pull-ish","11 Sep 2023, 10:02","11 Sep 2023, 10:39","Quick morning workout :)","Rear Delt Reverse Fly (Machine)",,"",0,"normal",35,9,,,
"Upper body pull-ish","11 Sep 2023, 10:02","11 Sep 2023, 10:39","Quick morning workout :)","Rear Delt Reverse Fly (Machine)",,"",1,"normal",35,3,,,
"Upper body pull-ish","11 Sep 2023, 10:02","11 Sep 2023, 10:39","Quick morning workout :)","Triceps Extension (Cable)",,"",0,"normal",35,9,,,
"Upper body pull-ish","11 Sep 2023, 10:02","11 Sep 2023, 10:39","Quick morning workout :)","Triceps Extension (Cable)",,"",1,"normal",35,11,,,
